age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre,Cost_Per_Profile,Login_Frequency,Loyalty_Score,Estimated_Tenure_Days,Watch_Intensity
70,Other,Standard,4.66,43,North America,TV,13.99,1,Debit Card,2,0.11,Horror,6.995,0.0227272727272727,0.10840909090909079,1590,0.5126000000000001
70,Male,Premium,18.46,8,North America,TV,17.99,0,Credit Card,4,2.05,Documentary,4.4975,0.1111111111111111,2.278888888888889,1590,37.842999999999996
33,Female,Premium,11.79,15,Oceania,Tablet,17.99,0,Debit Card,4,0.74,Sci-Fi,4.4975,0.0625,0.783125,480,8.724599999999999
57,Other,Standard,9.9,45,North America,Mobile,13.99,0,Debit Card,4,0.22,Documentary,3.4975,0.0217391304347826,0.21999999999999995,1200,2.178
54,Other,Premium,9.8,56,North America,Tablet,17.99,1,Crypto,4,0.17,Romance,4.4975,0.0175438596491228,0.17491228070175432,1110,1.6660000000000001
30,Female,Standard,4.72,14,Africa,TV,13.99,1,Credit Card,3,0.31,Horror,4.663333333333333,0.0666666666666666,0.33533333333333293,390,1.4631999999999998
31,Male,Standard,9.41,39,Europe,Tablet,13.99,0,PayPal,4,0.24,Documentary,3.4975,0.025,0.24125000000000002,420,2.2584
18,Female,Premium,0.24,9,South America,TV,17.99,1,Credit Card,1,0.02,Drama,17.99,0.1,0.026000000000000002,30,0.0048
52,Male,Premium,3.12,9,South America,TV,17.99,1,PayPal,1,0.31,Comedy,17.99,0.1,0.343,1050,0.9672000000000001
36,Female,Premium,19.03,1,Asia,Desktop,17.99,0,Crypto,2,9.52,Sci-Fi,8.995,0.5,14.275,570,181.1656
49,Female,Standard,8.43,2,Oceania,TV,13.99,0,Gift Card,1,2.81,Comedy,13.99,0.3333333333333333,3.7466666666666666,960,23.688299999999998
49,Female,Basic,7.02,55,South America,Mobile,8.99,1,Gift Card,3,0.13,Drama,2.9966666666666666,0.0178571428571428,0.127678571428571,960,0.9126
40,Other,Basic,6.58,3,Asia,Desktop,8.99,0,PayPal,1,1.65,Drama,8.99,0.25,2.0575,690,10.857
58,Female,Premium,14.52,42,Asia,Desktop,17.99,1,PayPal,1,0.34,Horror,17.99,0.0232558139534883,0.3455813953488361,1230,4.9368
56,Female,Standard,35.01,2,Asia,Desktop,13.99,0,Crypto,4,11.67,Sci-Fi,3.4975,0.3333333333333333,15.559999999999999,1170,408.56669999999997
20,Other,Standard,5.85,15,Europe,Laptop,13.99,0,Crypto,2,0.37,Documentary,6.995,0.0625,0.38875,90,2.1645
67,Other,Standard,9.09,37,South America,Laptop,13.99,1,Crypto,4,0.24,Horror,3.4975,0.0263157894736842,0.24552631578947356,1500,2.1816
18,Female,Basic,7.7,33,North America,Laptop,8.99,1,Crypto,2,0.23,Action,4.495,0.0294117647058823,0.23323529411764665,30,1.7710000000000001
68,Male,Standard,7.02,58,Oceania,Desktop,13.99,0,Debit Card,4,0.12,Romance,3.4975,0.0169491525423728,0.1210169491525418,1530,0.8423999999999999
57,Female,Premium,4.83,3,Oceania,Desktop,17.99,0,Credit Card,4,1.21,Comedy,4.4975,0.25,1.51,1200,5.8443
23,Female,Basic,17.3,22,Africa,Tablet,8.99,0,PayPal,2,0.75,Documentary,4.495,0.0434782608695652,0.784782608695652,180,12.975000000000001
29,Male,Premium,6.93,13,Africa,Laptop,17.99,0,Credit Card,1,0.49,Drama,17.99,0.0714285714285714,0.5299999999999998,360,3.3956999999999997
41,Female,Standard,3.35,57,Oceania,Tablet,13.99,1,Crypto,3,0.06,Horror,4.663333333333333,0.0172413793103448,0.05879310344827577,720,0.20099999999999998
37,Female,Standard,3.94,2,Oceania,Mobile,13.99,0,Debit Card,2,1.31,Comedy,6.995,0.3333333333333333,1.75,600,5.1614
45,Female,Premium,0.12,14,Europe,TV,17.99,0,Debit Card,5,0.01,Documentary,3.598,0.0666666666666666,0.008666666666666658,840,0.0012
47,Male,Premium,0.64,43,Africa,Desktop,17.99,1,Crypto,2,0.01,Romance,8.995,0.0227272727272727,0.014772727272727255,900,0.0064
55,Other,Premium,7.53,8,Oceania,TV,17.99,0,Crypto,2,0.84,Horror,8.995,0.1111111111111111,0.93,1140,6.3252
70,Other,Basic,11.44,3,Asia,TV,8.99,0,PayPal,4,2.86,Romance,2.2475,0.25,3.5749999999999997,1590,32.718399999999995
42,Other,Basic,3.47,36,South America,Tablet,8.99,1,Credit Card,5,0.09,Documentary,1.798,0.027027027027027,0.09621621621621612,750,0.3123
33,Male,Standard,17.89,32,Asia,Mobile,13.99,0,Gift Card,4,0.54,Sci-Fi,3.4975,0.0303030303030303,0.5584848484848485,480,9.6606
57,Male,Basic,28.44,41,North America,Mobile,8.99,0,Credit Card,1,0.68,Comedy,8.99,0.0238095238095238,0.6933333333333331,1200,19.3392
64,Female,Standard,12.66,36,North America,Mobile,13.99,1,Crypto,2,0.34,Horror,6.995,0.027027027027027,0.351351351351351,1410,4.3044
69,Other,Premium,3.05,57,Europe,TV,17.99,1,PayPal,4,0.05,Comedy,4.4975,0.0172413793103448,0.05344827586206887,1560,0.1525
27,Female,Basic,0.03,2,Africa,Mobile,8.99,1,Debit Card,3,0.01,Drama,2.9966666666666666,0.3333333333333333,0.013333333333333332,300,0.0003
39,Male,Premium,7.64,40,Oceania,Desktop,17.99,1,PayPal,1,0.19,Action,17.99,0.024390243902439,0.19097560975609737,660,1.4516
65,Male,Premium,5.02,51,Africa,Laptop,17.99,1,Crypto,3,0.1,Comedy,5.996666666666666,0.0192307692307692,0.0984615384615383,1440,0.502
39,Other,Basic,12.17,18,South America,TV,8.99,0,Credit Card,5,0.64,Sci-Fi,1.798,0.0526315789473684,0.6742105263157891,660,7.7888
52,Female,Standard,8.93,38,Africa,Desktop,13.99,1,Crypto,1,0.23,Horror,13.99,0.0256410256410256,0.2348717948717945,1050,2.0539
62,Other,Basic,30.35,29,Oceania,Tablet,8.99,0,Debit Card,2,1.01,Drama,4.495,0.0333333333333333,1.0453333333333323,1350,30.6535
52,Other,Basic,0.4,54,Europe,Desktop,8.99,1,Debit Card,1,0.01,Romance,8.99,0.0181818181818181,0.007454545454545422,1050,0.004
43,Male,Standard,0.24,3,Europe,Mobile,13.99,1,Gift Card,3,0.06,Romance,4.663333333333333,0.25,0.075,780,0.0144
32,Other,Standard,0.38,10,Asia,Desktop,13.99,0,Credit Card,5,0.03,Comedy,2.798,0.0909090909090909,0.03727272727272727,450,0.0114
18,Female,Premium,9.88,11,South America,Laptop,17.99,0,Debit Card,4,0.82,Sci-Fi,4.4975,0.0833333333333333,0.8916666666666664,30,8.1016
45,Female,Basic,25.86,36,North America,Tablet,8.99,0,PayPal,3,0.7,Comedy,2.9966666666666666,0.027027027027027,0.7178378378378371,840,18.101999999999997
21,Male,Basic,28.27,26,Asia,Laptop,8.99,0,Gift Card,5,1.05,Documentary,1.798,0.037037037037037,1.0859259259259249,120,29.683500000000002
63,Male,Basic,6.79,46,Asia,Tablet,8.99,1,Credit Card,1,0.14,Comedy,8.99,0.0212765957446808,0.14744680851063793,1380,0.9506000000000001
57,Male,Premium,14.69,12,Africa,Desktop,17.99,0,Crypto,5,1.13,Sci-Fi,3.598,0.0769230769230769,1.2169230769230766,1200,16.5997
24,Male,Standard,7.75,25,Europe,Laptop,13.99,0,Crypto,5,0.3,Action,2.798,0.0384615384615384,0.3096153846153842,210,2.3249999999999997
56,Female,Premium,8.83,10,Europe,Tablet,17.99,0,Debit Card,1,0.8,Documentary,17.99,0.0909090909090909,0.8754545454545454,1170,7.064
39,Other,Premium,18.98,37,Asia,Laptop,17.99,0,Gift Card,3,0.5,Comedy,5.996666666666666,0.0263157894736842,0.5126315789473682,660,9.49
66,Other,Basic,31.95,12,Africa,Mobile,8.99,0,Debit Card,4,2.46,Horror,2.2475,0.0769230769230769,2.646923076923076,1470,78.597
38,Female,Premium,15.01,31,Africa,Desktop,17.99,0,Debit Card,5,0.47,Sci-Fi,3.598,0.03125,0.48375,630,7.0546999999999995
49,Other,Basic,15.49,18,North America,Tablet,8.99,0,Credit Card,3,0.82,Documentary,2.9966666666666666,0.0526315789473684,0.8584210526315785,960,12.701799999999999
25,Female,Basic,2.78,0,Oceania,TV,8.99,1,Debit Card,1,2.78,Drama,8.99,1.0,5.56,240,7.728399999999999
64,Male,Standard,28.71,15,South America,Mobile,13.99,0,PayPal,4,1.79,Documentary,3.4975,0.0625,1.90625,1410,51.3909
70,Other,Premium,12.08,16,Oceania,Laptop,17.99,0,Gift Card,5,0.71,Comedy,3.598,0.0588235294117647,0.7523529411764704,1590,8.5768
46,Male,Standard,12.26,45,Africa,Tablet,13.99,1,PayPal,3,0.27,Documentary,4.663333333333333,0.0217391304347826,0.272391304347826,870,3.3102
62,Other,Basic,0.98,36,Europe,Desktop,8.99,1,Gift Card,4,0.03,Comedy,2.2475,0.027027027027027,0.027297297297297272,1350,0.0294
56,Female,Basic,2.98,37,South America,Desktop,8.99,1,Gift Card,4,0.08,Sci-Fi,2.2475,0.0263157894736842,0.08052631578947365,1170,0.2384
66,Male,Basic,16.19,25,Africa,TV,8.99,0,Gift Card,4,0.62,Drama,2.2475,0.0384615384615384,0.6465384615384606,1470,10.0378
25,Male,Basic,4.02,19,Europe,Laptop,8.99,1,Gift Card,3,0.2,Horror,2.9966666666666666,0.05,0.211,240,0.8039999999999999
45,Other,Basic,39.96,41,Oceania,Laptop,8.99,0,PayPal,5,0.95,Romance,1.798,0.0238095238095238,0.9740476190476188,840,37.961999999999996
29,Female,Standard,54.53,1,South America,Mobile,13.99,0,Debit Card,2,27.27,Sci-Fi,6.995,0.5,40.9,360,1487.0331
68,Other,Premium,3.15,1,Africa,Tablet,17.99,0,Credit Card,3,1.57,Horror,5.996666666666666,0.5,2.36,1530,4.9455
56,Male,Premium,24.37,26,Europe,Laptop,17.99,0,PayPal,3,0.9,Romance,5.996666666666666,0.037037037037037,0.9359259259259249,1170,21.933
35,Female,Premium,9.97,13,Africa,TV,17.99,0,Debit Card,5,0.71,Drama,3.598,0.0714285714285714,0.7628571428571425,540,7.0787
51,Female,Premium,8.68,8,Africa,TV,17.99,0,PayPal,4,0.96,Documentary,4.4975,0.1111111111111111,1.0711111111111111,1020,8.332799999999999
24,Male,Premium,77.9,12,North America,TV,17.99,0,PayPal,1,5.99,Comedy,17.99,0.0769230769230769,6.453076923076921,210,466.62100000000004
32,Male,Premium,28.61,22,North America,Tablet,17.99,0,Credit Card,4,1.24,Romance,4.4975,0.0434782608695652,1.2978260869565212,450,35.4764
38,Male,Basic,6.95,17,South America,Tablet,8.99,0,Credit Card,5,0.39,Documentary,1.798,0.0555555555555555,0.40777777777777735,630,2.7105
27,Female,Standard,1.04,54,South America,Tablet,13.99,1,Crypto,3,0.02,Romance,4.663333333333333,0.0181818181818181,0.019272727272727188,300,0.020800000000000003
49,Male,Standard,10.66,38,Asia,TV,13.99,1,PayPal,3,0.27,Drama,4.663333333333333,0.0256410256410256,0.2802564102564098,960,2.8782
47,Male,Premium,20.61,56,Oceania,Desktop,17.99,0,Credit Card,1,0.36,Romance,17.99,0.0175438596491228,0.36789473684210505,900,7.419599999999999
59,Male,Premium,12.39,29,Oceania,Tablet,17.99,0,Credit Card,2,0.41,Action,8.995,0.0333333333333333,0.42666666666666625,1260,5.0799
64,Female,Basic,2.11,31,Africa,Tablet,8.99,1,Debit Card,4,0.07,Documentary,2.2475,0.03125,0.06812499999999999,1410,0.1477
56,Male,Premium,3.93,27,Asia,TV,17.99,0,PayPal,4,0.14,Drama,4.4975,0.0357142857142857,0.1453571428571428,1170,0.5502
41,Male,Premium,1.34,4,Europe,Laptop,17.99,0,PayPal,2,0.27,Action,8.995,0.2,0.32200000000000006,720,0.36180000000000007
65,Male,Basic,4.85,45,Africa,Laptop,8.99,1,Crypto,4,0.11,Romance,2.2475,0.0217391304347826,0.1078260869565217,1440,0.5335
59,Other,Premium,7.26,30,Asia,Mobile,17.99,0,Gift Card,4,0.23,Drama,4.4975,0.032258064516129,0.2416129032258062,1260,1.6698
64,Male,Premium,31.16,47,Oceania,Mobile,17.99,0,Credit Card,5,0.65,Romance,3.598,0.0208333333333333,0.6627083333333322,1410,20.254
55,Female,Premium,9.76,37,Europe,Desktop,17.99,1,Gift Card,2,0.26,Drama,8.995,0.0263157894736842,0.26368421052631563,1140,2.5376
51,Male,Standard,24.3,38,South America,Desktop,13.99,0,Debit Card,2,0.62,Horror,6.995,0.0256410256410256,0.638974358974358,1020,15.066
54,Male,Premium,2.1,50,Oceania,Tablet,17.99,1,Gift Card,1,0.04,Horror,17.99,0.0196078431372549,0.04196078431372549,1110,0.084
21,Female,Standard,6.2,4,Oceania,Mobile,13.99,0,Debit Card,5,1.24,Action,2.798,0.2,1.4880000000000002,120,7.688
22,Female,Basic,5.12,27,North America,Laptop,8.99,0,PayPal,4,0.18,Romance,2.2475,0.0357142857142857,0.1892857142857142,150,0.9216
21,Female,Premium,27.5,26,South America,Tablet,17.99,0,Crypto,2,1.02,Horror,8.995,0.037037037037037,1.0562962962962952,120,28.05
49,Female,Standard,10.34,20,Europe,Mobile,13.99,0,Gift Card,3,0.49,Sci-Fi,4.663333333333333,0.0476190476190476,0.5157142857142856,960,5.0666
53,Female,Premium,4.37,48,Europe,Tablet,17.99,1,PayPal,3,0.09,Comedy,5.996666666666666,0.0204081632653061,0.0910204081632652,1080,0.3933
33,Other,Standard,10.71,25,North America,Laptop,13.99,0,Credit Card,1,0.41,Horror,13.99,0.0384615384615384,0.42769230769230704,480,4.3911
58,Other,Basic,1.03,50,Africa,Mobile,8.99,1,Credit Card,4,0.02,Drama,2.2475,0.0196078431372549,0.020588235294117647,1230,0.0206
43,Other,Premium,5.78,11,Africa,Desktop,17.99,0,PayPal,5,0.48,Sci-Fi,3.598,0.0833333333333333,0.5216666666666665,780,2.7744
52,Female,Basic,5.2,20,South America,TV,8.99,0,PayPal,3,0.25,Horror,2.9966666666666666,0.0476190476190476,0.25952380952380943,1050,1.3
33,Other,Standard,3.76,16,North America,TV,13.99,0,Debit Card,5,0.22,Comedy,2.798,0.0588235294117647,0.23411764705882349,480,0.8271999999999999
70,Other,Premium,7.61,1,South America,Laptop,17.99,0,Credit Card,5,3.81,Drama,3.598,0.5,5.71,1590,28.994100000000003
33,Male,Standard,2.53,30,Asia,TV,13.99,1,Debit Card,3,0.08,Comedy,4.663333333333333,0.032258064516129,0.08419354838709668,480,0.2024
52,Female,Basic,4.47,7,North America,Tablet,8.99,1,Debit Card,3,0.56,Action,2.9966666666666666,0.125,0.6287499999999999,1050,2.5032
49,Other,Standard,9.01,31,Europe,Laptop,13.99,1,PayPal,3,0.28,Action,4.663333333333333,0.03125,0.2903125,960,2.5228
55,Male,Basic,12.56,46,Asia,Laptop,8.99,1,PayPal,1,0.27,Horror,8.99,0.0212765957446808,0.27297872340425466,1140,3.3912000000000004
54,Male,Basic,8.46,41,Oceania,Laptop,8.99,1,PayPal,2,0.2,Romance,4.495,0.0238095238095238,0.20619047619047612,1110,1.6920000000000002
60,Female,Basic,49.16,11,Europe,TV,8.99,0,Debit Card,3,4.1,Documentary,2.9966666666666666,0.0833333333333333,4.438333333333332,1290,201.55599999999995
47,Other,Basic,0.29,10,Africa,Mobile,8.99,1,Debit Card,4,0.03,Horror,2.2475,0.0909090909090909,0.029090909090909084,900,0.0087
26,Male,Standard,2.87,50,Africa,Desktop,13.99,1,PayPal,3,0.06,Drama,4.663333333333333,0.0196078431372549,0.05745098039215687,270,0.1722
50,Female,Basic,18.3,25,North America,Mobile,8.99,0,Gift Card,1,0.7,Sci-Fi,8.99,0.0384615384615384,0.7307692307692296,990,12.81
44,Other,Basic,5.85,5,Asia,Tablet,8.99,0,PayPal,1,0.97,Action,8.99,0.1666666666666666,1.136666666666666,810,5.674499999999999
60,Male,Standard,15.15,37,Europe,TV,13.99,1,Crypto,2,0.4,Romance,6.995,0.0263157894736842,0.4092105263157893,1290,6.0600000000000005
41,Other,Premium,2.49,26,Europe,TV,17.99,1,Crypto,2,0.09,Action,8.995,0.037037037037037,0.09555555555555546,720,0.22410000000000002
40,Male,Basic,14.79,15,Europe,TV,8.99,0,Credit Card,1,0.92,Sci-Fi,8.99,0.0625,0.9818749999999999,690,13.6068
42,Other,Basic,0.33,43,Oceania,TV,8.99,1,Gift Card,2,0.01,Documentary,4.495,0.0227272727272727,0.007727272727272719,750,0.0033000000000000004
34,Female,Premium,1.56,8,North America,Tablet,17.99,1,PayPal,3,0.17,Horror,5.996666666666666,0.1111111111111111,0.1922222222222222,510,0.26520000000000005
24,Other,Basic,2.42,24,Africa,Tablet,8.99,1,PayPal,3,0.1,Horror,2.9966666666666666,0.04,0.1008,210,0.242
24,Male,Premium,6.65,7,Europe,Mobile,17.99,0,Crypto,4,0.83,Horror,4.4975,0.125,0.935,210,5.5195
70,Other,Standard,18.5,54,Oceania,Mobile,13.99,0,Debit Card,4,0.34,Action,3.4975,0.0181818181818181,0.34254545454545304,1590,6.29
52,Male,Basic,2.61,51,North America,Desktop,8.99,1,Crypto,5,0.05,Horror,1.798,0.0192307692307692,0.05115384615384607,1050,0.1305
36,Female,Premium,17.33,21,South America,Mobile,17.99,0,Crypto,4,0.79,Drama,4.4975,0.0454545454545454,0.8236363636363625,570,13.6907
25,Female,Basic,0.05,52,Africa,Tablet,8.99,1,Debit Card,1,0.0,Action,8.99,0.0188679245283018,0.00094339622641509,240,0.0
38,Female,Basic,76.2,12,Africa,Laptop,8.99,0,Crypto,5,5.86,Romance,1.798,0.0769230769230769,6.312307692307691,630,446.53200000000004
58,Female,Premium,17.93,7,Europe,Laptop,17.99,0,Credit Card,1,2.24,Documentary,17.99,0.125,2.52125,1230,40.1632
19,Female,Premium,17.12,11,Europe,TV,17.99,0,Credit Card,1,1.43,Sci-Fi,17.99,0.0833333333333333,1.5458333333333327,60,24.4816
54,Other,Basic,11.19,27,South America,TV,8.99,1,Gift Card,1,0.4,Comedy,8.99,0.0357142857142857,0.41392857142857126,1110,4.476
26,Other,Standard,9.6,18,Oceania,Desktop,13.99,0,Crypto,4,0.51,Horror,3.4975,0.0526315789473684,0.5321052631578944,270,4.896
23,Other,Premium,30.22,27,South America,Desktop,17.99,0,Gift Card,1,1.08,Sci-Fi,17.99,0.0357142857142857,1.1178571428571422,180,32.6376
25,Male,Basic,12.69,39,Europe,Mobile,8.99,1,Credit Card,3,0.32,Sci-Fi,2.9966666666666666,0.025,0.32525000000000004,240,4.0607999999999995
18,Male,Basic,29.27,45,Asia,Laptop,8.99,1,Crypto,1,0.64,Sci-Fi,8.99,0.0217391304347826,0.6502173913043476,30,18.7328
44,Female,Basic,40.75,9,South America,Desktop,8.99,0,Gift Card,1,4.08,Documentary,8.99,0.1,4.483,810,166.26
56,Male,Basic,15.94,12,North America,TV,8.99,0,Gift Card,2,1.23,Documentary,4.495,0.0769230769230769,1.3207692307692303,1170,19.606199999999998
63,Male,Basic,27.89,30,Asia,Desktop,8.99,0,Debit Card,4,0.9,Romance,2.2475,0.032258064516129,0.9287096774193538,1380,25.101000000000003
70,Male,Standard,24.78,19,North America,Laptop,13.99,0,Gift Card,1,1.24,Sci-Fi,13.99,0.05,1.3010000000000002,1590,30.7272
53,Male,Premium,27.97,35,Africa,Desktop,17.99,0,Crypto,1,0.78,Documentary,17.99,0.0277777777777777,0.7986111111111088,1080,21.8166
61,Female,Premium,16.07,32,Asia,Desktop,17.99,1,Gift Card,5,0.49,Action,3.598,0.0303030303030303,0.5018181818181817,1320,7.8743
59,Female,Standard,0.32,29,Africa,Mobile,13.99,0,Debit Card,4,0.01,Horror,3.4975,0.0333333333333333,0.010999999999999989,1260,0.0032
31,Male,Basic,2.85,5,Oceania,Mobile,8.99,1,Debit Card,5,0.48,Horror,1.798,0.1666666666666666,0.5549999999999998,420,1.3679999999999999
44,Other,Premium,6.78,6,Africa,Laptop,17.99,0,PayPal,5,0.97,Action,3.598,0.1428571428571428,1.1071428571428568,810,6.5766
18,Female,Premium,12.95,39,North America,TV,17.99,1,Gift Card,4,0.32,Romance,4.4975,0.025,0.33175,30,4.144
64,Female,Basic,1.74,20,Europe,Laptop,8.99,1,Debit Card,5,0.08,Action,1.798,0.0476190476190476,0.08666666666666664,1410,0.1392
59,Other,Basic,1.36,57,North America,Tablet,8.99,1,Gift Card,1,0.02,Sci-Fi,8.99,0.0172413793103448,0.023793103448275826,1260,0.027200000000000002
27,Female,Standard,3.46,42,Europe,Laptop,13.99,1,Gift Card,5,0.08,Comedy,2.798,0.0232558139534883,0.08232558139534858,300,0.2768
36,Female,Standard,16.29,48,North America,Mobile,13.99,1,Crypto,4,0.33,Documentary,3.4975,0.0204081632653061,0.3391836734693873,570,5.3757
28,Other,Basic,12.94,40,Europe,Mobile,8.99,1,PayPal,3,0.32,Comedy,2.9966666666666666,0.024390243902439,0.32341463414634114,330,4.1408
66,Female,Basic,5.27,6,South America,Mobile,8.99,0,Credit Card,5,0.75,Documentary,1.798,0.1428571428571428,0.8599999999999995,1470,3.9524999999999997
24,Female,Premium,16.17,33,South America,Tablet,17.99,1,Gift Card,2,0.48,Romance,8.995,0.0294117647058823,0.4897058823529404,210,7.7616000000000005
66,Male,Premium,10.41,1,North America,Laptop,17.99,0,Credit Card,5,5.21,Comedy,3.598,0.5,7.8100000000000005,1470,54.2361
60,Female,Basic,20.76,8,Asia,Laptop,8.99,0,Credit Card,4,2.31,Action,2.2475,0.1111111111111111,2.563333333333333,1290,47.955600000000004
45,Male,Premium,0.45,44,Asia,Mobile,17.99,1,Debit Card,3,0.01,Comedy,5.996666666666666,0.0222222222222222,0.010222222222222212,840,0.0045000000000000005
54,Female,Basic,11.9,49,South America,Desktop,8.99,1,PayPal,5,0.24,Horror,1.798,0.02,0.24280000000000002,1110,2.856
33,Male,Basic,43.55,4,South America,TV,8.99,0,Gift Card,1,8.71,Documentary,8.99,0.2,10.452,480,379.32050000000004
69,Male,Premium,5.4,14,Africa,TV,17.99,0,Crypto,3,0.36,Sci-Fi,5.996666666666666,0.0666666666666666,0.3839999999999996,1560,1.944
44,Other,Standard,12.56,53,North America,Laptop,13.99,1,Crypto,3,0.23,Action,4.663333333333333,0.0185185185185185,0.23685185185185165,810,2.8888000000000003
39,Male,Basic,34.56,39,Europe,Mobile,8.99,0,Debit Card,1,0.86,Comedy,8.99,0.025,0.8855000000000001,660,29.721600000000002
53,Female,Premium,3.41,50,Oceania,Laptop,17.99,1,Debit Card,1,0.07,Romance,17.99,0.0196078431372549,0.06823529411764706,1080,0.23870000000000002
33,Male,Standard,5.76,40,Europe,Desktop,13.99,1,Gift Card,5,0.14,Comedy,2.798,0.024390243902439,0.1439024390243901,480,0.8064
36,Other,Basic,1.11,39,Oceania,TV,8.99,1,Credit Card,1,0.03,Documentary,8.99,0.025,0.028500000000000004,570,0.0333
65,Other,Basic,3.84,3,Oceania,Desktop,8.99,0,Credit Card,3,0.96,Comedy,2.9966666666666666,0.25,1.2,1440,3.6864
23,Other,Premium,15.27,27,Asia,Tablet,17.99,0,PayPal,1,0.55,Drama,17.99,0.0357142857142857,0.5649999999999997,180,8.3985
22,Female,Premium,7.28,43,North America,Desktop,17.99,0,Debit Card,5,0.17,Sci-Fi,3.598,0.0227272727272727,0.16931818181818162,150,1.2376
51,Other,Standard,0.73,46,North America,Laptop,13.99,1,Crypto,5,0.02,Documentary,2.798,0.0212765957446808,0.0159574468085106,1020,0.0146
69,Male,Premium,21.64,27,Europe,Mobile,17.99,0,Gift Card,5,0.77,Comedy,3.598,0.0357142857142857,0.8003571428571425,1560,16.6628
57,Female,Basic,4.12,10,South America,TV,8.99,1,Debit Card,1,0.37,Sci-Fi,8.99,0.0909090909090909,0.40818181818181815,1200,1.5244
28,Other,Premium,0.77,21,North America,Mobile,17.99,1,Crypto,2,0.04,Action,8.995,0.0454545454545454,0.03681818181818178,330,0.0308
65,Female,Basic,13.42,52,Asia,Tablet,8.99,1,PayPal,3,0.25,Horror,2.9966666666666666,0.0188679245283018,0.2579245283018856,1440,3.355
31,Female,Premium,4.03,24,Oceania,Mobile,17.99,1,Gift Card,5,0.16,Drama,3.598,0.04,0.16760000000000003,420,0.6448
54,Female,Standard,4.41,9,North America,Laptop,13.99,1,Gift Card,2,0.44,Sci-Fi,6.995,0.1,0.4850000000000001,1110,1.9404000000000001
46,Male,Basic,14.86,47,South America,TV,8.99,1,PayPal,4,0.31,Romance,2.2475,0.0208333333333333,0.31604166666666617,870,4.606599999999999
39,Other,Premium,11.04,60,Europe,Tablet,17.99,1,Crypto,4,0.18,Horror,4.4975,0.0163934426229508,0.18393442622950795,660,1.9871999999999999
29,Male,Premium,15.36,31,South America,Mobile,17.99,1,Crypto,1,0.48,Sci-Fi,17.99,0.03125,0.495,360,7.3728
50,Other,Basic,9.54,38,Europe,Laptop,8.99,1,PayPal,3,0.24,Action,2.9966666666666666,0.0256410256410256,0.25076923076923036,990,2.2895999999999996
54,Male,Basic,14.18,45,Africa,Mobile,8.99,1,PayPal,5,0.31,Documentary,1.798,0.0217391304347826,0.3149999999999999,1110,4.3957999999999995
32,Male,Standard,1.52,10,Asia,Desktop,13.99,1,PayPal,3,0.14,Action,4.663333333333333,0.0909090909090909,0.1509090909090909,450,0.21280000000000002
25,Female,Premium,0.82,22,Oceania,Tablet,17.99,1,Crypto,1,0.04,Romance,17.99,0.0434782608695652,0.037391304347826074,240,0.032799999999999996
64,Other,Premium,0.34,1,Europe,Desktop,17.99,1,Gift Card,3,0.17,Comedy,5.996666666666666,0.5,0.255,1410,0.05780000000000001
44,Male,Standard,1.01,13,Europe,Laptop,13.99,0,PayPal,4,0.07,Action,3.4975,0.0714285714285714,0.07714285714285711,810,0.07070000000000001
44,Female,Premium,7.47,19,Europe,Desktop,17.99,0,Debit Card,1,0.37,Action,17.99,0.05,0.392,810,2.7639
18,Male,Basic,6.57,50,Africa,Laptop,8.99,1,PayPal,3,0.13,Documentary,2.9966666666666666,0.0196078431372549,0.13137254901960785,30,0.8541000000000001
38,Female,Basic,39.29,54,North America,TV,8.99,0,Credit Card,5,0.71,Romance,1.798,0.0181818181818181,0.7272727272727241,630,27.895899999999997
36,Female,Standard,3.16,23,Oceania,Tablet,13.99,1,Crypto,5,0.13,Comedy,2.798,0.0416666666666666,0.1370833333333331,570,0.41080000000000005
18,Female,Basic,0.75,11,Africa,Laptop,8.99,1,Crypto,5,0.06,Romance,1.798,0.0833333333333333,0.06749999999999998,30,0.045
21,Other,Basic,5.57,21,Oceania,TV,8.99,0,PayPal,3,0.25,Romance,2.9966666666666666,0.0454545454545454,0.26454545454545425,120,1.3925
37,Male,Standard,3.72,31,Africa,Mobile,13.99,1,Debit Card,2,0.12,Romance,6.995,0.03125,0.12000000000000001,600,0.4464
34,Other,Premium,1.94,39,South America,TV,17.99,1,Gift Card,5,0.05,Drama,3.598,0.025,0.04975,510,0.097
36,Female,Premium,1.46,60,Europe,Desktop,17.99,1,Gift Card,5,0.02,Sci-Fi,3.598,0.0163934426229508,0.024262295081967183,570,0.0292
51,Other,Basic,2.29,51,North America,Laptop,8.99,1,Credit Card,3,0.04,Sci-Fi,2.9966666666666666,0.0192307692307692,0.044807692307692236,1020,0.0916
54,Female,Basic,6.72,47,Europe,Laptop,8.99,1,Debit Card,4,0.14,Drama,2.2475,0.0208333333333333,0.14291666666666644,1110,0.9408000000000001
37,Male,Premium,2.44,8,Europe,Mobile,17.99,1,Crypto,2,0.27,Comedy,8.995,0.1111111111111111,0.3011111111111111,600,0.6588
20,Other,Standard,5.46,59,South America,Mobile,13.99,1,Gift Card,2,0.09,Romance,6.995,0.0166666666666666,0.09249999999999962,90,0.4914
